uniprot_acc	uniprot	RefSeqId	Gene	Name
Q6PIJ6	Q6PIJ6	81545	FBXO38	F-box protein 38
Q6PIU2	Q6PIU2	57552	NCEH1	neutral cholesterol ester hydrolase 1
Q6PIY7	Q6PIY7	167153	PAPD4	poly(A) RNA polymerase D4, non-canonical
Q6PJ61	Q6PJ61	23403	FBXO46	F-box protein 46
Q6PJ69	Q6PJ69	201292	TRIM65	tripartite motif containing 65
Q6PJF5	Q6PJF5	79651	RHBDF2	rhomboid 5 homolog 2
Q6PJG2	Q6PJG2	91748	ELMSAN1	ELM2 and Myb/SANT domain containing 1
Q6PJG6	Q6PJG6	221927	BRAT1	BRCA1 associated ATM activator 1
Q6PJI9	Q6PJI9	79726	WDR59	WD repeat domain 59
Q6PJT7	Q6PJT7	79882	ZC3H14	zinc finger CCCH-type containing 14
Q6PJW8	Q6PJW8	163882	CNST	consortin, connexin sorting protein
Q6PK04	Q6PK04	339230	CCDC137	coiled-coil domain containing 137
Q6PK18	Q6PK18	79701	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3
Q6PKC3	Q6PKC3	51061	TXNDC11	thioredoxin domain containing 11
Q6PKG0	Q6PKG0	23367	LARP1	La ribonucleoprotein domain family member 1
Q6PL18	Q6PL18	29028	ATAD2	ATPase family, AAA domain containing 2
Q6PL24	Q6PL24	283578	TMED8	transmembrane p24 trafficking protein family member 8
Q6PML9	Q6PML9	10463	SLC30A9	solute carrier family 30 member 9
Q6Q0C0	Q6Q0C0	84231	TRAF7	TNF receptor associated factor 7
Q6QNY0	Q6QNY0	388552	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
Q6RFH5	Q6RFH5	54663	WDR74	WD repeat domain 74
Q6RW13	Q6RW13	57085	AGTRAP	angiotensin II receptor associated protein
Q6SJ93	Q6SJ93	374393	FAM111B	family with sequence similarity 111 member B
Q6SPF0	Q6SPF0	90378	SAMD1	sterile alpha motif domain containing 1
Q6SZW1	Q6SZW1	23098	SARM1	sterile alpha and TIR motif containing 1
Q6UB35	Q6UB35	25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
Q6ULP2	Q6ULP2	54812	AFTPH	aftiphilin
Q6UN15	Q6UN15	81608	FIP1L1	factor interacting with PAPOLA and CPSF1
Q6UVJ0	Q6UVJ0	163786	SASS6	SAS-6 centriolar assembly protein
Q6UVY6	Q6UVY6	26002	MOXD1	monooxygenase DBH like 1
Q6UW02	Q6UW02	57404	CYP20A1	cytochrome P450 family 20 subfamily A member 1
Q6UW56	Q6UW56	51374	ATRAID	all-trans retinoic acid induced differentiation factor
Q6UW63	Q6UW63	79070	KDELC1	KDEL motif containing 1
Q6UW68	Q6UW68	374882	TMEM205	transmembrane protein 205
Q6UWD8	Q6UWD8	283897	C16orf54	chromosome 16 open reading frame 54
Q6UWE0	Q6UWE0	90678	LRSAM1	leucine rich repeat and sterile alpha motif containing 1
Q6UWF3	Q6UWF3	388325	SCIMP	SLP adaptor and CSK interacting membrane protein
Q6UWJ1	Q6UWJ1	55002	TMCO3	transmembrane and coiled-coil domains 3
Q6UWP2	Q6UWP2	79154	DHRS11	dehydrogenase/reductase 11
Q6UWP7	Q6UWP7	253558	LCLAT1	lysocardiolipin acyltransferase 1
Q6UWU4	Q6UWU4	221477	C6orf89	chromosome 6 open reading frame 89
Q6UWZ7	Q6UWZ7	84142	ABRAXAS1	abraxas 1, BRCA1 A complex subunit
Q6UX04	Q6UX04	10283	CWC27	CWC27 spliceosome associated protein homolog
Q6UX98	Q6UX98	254359	ZDHHC24	zinc finger DHHC-type containing 24
Q6UXH1	Q6UXH1	79174	CRELD2	cysteine rich with EGF like domains 2
Q6UXN9	Q6UXN9	80335	WDR82	WD repeat domain 82
Q6UXV4	Q6UXV4	139322	APOOL	apolipoprotein O like
Q6V1X1	Q6V1X1	54878	DPP8	dipeptidyl peptidase 8
Q6VMQ6	Q6VMQ6	55729	ATF7IP	activating transcription factor 7 interacting protein
Q6VN20	Q6VN20	57610	RANBP10	RAN binding protein 10
Q6VY07	Q6VY07	55690	PACS1	phosphofurin acidic cluster sorting protein 1
Q6W2J9	Q6W2J9	54880	BCOR	BCL6 corepressor
Q6WCQ1	Q6WCQ1	23164	MPRIP	myosin phosphatase Rho interacting protein
Q6WKZ4	Q6WKZ4	80223	RAB11FIP1	RAB11 family interacting protein 1
Q6XQN6	Q6XQN6	93100	"NAPRT"	nicotinate phosphoribosyltransferase
Q6XZF7	Q6XZF7	23268	DNMBP	dynamin binding protein
Q6Y1H2	Q6Y1H2	201562	HACD2	3-hydroxyacyl-CoA dehydratase 2
Q6Y2X3	Q6Y2X3	85406	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
Q6Y7W6	Q6Y7W6	26058	GIGYF2	GRB10 interacting GYF protein 2
Q6YHU6	Q6YHU6	63892	THADA	THADA, armadillo repeat containing
Q6YN16	Q6YN16	84263	HSDL2	hydroxysteroid dehydrogenase like 2
Q6YP21	Q6YP21	56267	KYAT3	kynurenine aminotransferase 3
Q6ZMG9	Q6ZMG9	253782	CERS6	ceramide synthase 6
Q6ZMI0	Q6ZMI0	129285	PPP1R21	protein phosphatase 1 regulatory subunit 21
Q6ZMK1	Q6ZMK1	50626	CYHR1	cysteine and histidine rich 1
Q6ZMZ3	Q6ZMZ3	161176	SYNE3	spectrin repeat containing nuclear envelope family member 3
Q6ZN28	Q6ZN28	346389	MACC1	MACC1, MET transcriptional regulator
Q6ZNB6	Q6ZNB6	152518	NFXL1	nuclear transcription factor, X-box binding like 1
Q6ZNC8	Q6ZNC8	154141	MBOAT1	membrane bound O-acyltransferase domain containing 1
Q6ZNJ1	Q6ZNJ1	23218	NBEAL2	neurobeachin like 2
Q6ZNW5	Q6ZNW5	390637	GDPGP1	GDP-D-glucose phosphorylase 1
Q6ZPD9	Q6ZPD9	147991	DPY19L3	dpy-19 like C-mannosyltransferase 3
Q6ZRI6	Q6ZRI6	56905	C15orf39	chromosome 15 open reading frame 39
Q6ZRP7	Q6ZRP7	169714	QSOX2	quiescin sulfhydryl oxidase 2
Q6ZRQ5	Q6ZRQ5	253714	MMS22L	MMS22 like, DNA repair protein
Q6ZRS2	Q6ZRS2	10847	SRCAP	Snf2 related CREBBP activator protein
Q6ZS10	Q6ZS10	388512	CLEC17A	C-type lectin domain containing 17A
Q6ZS11	Q6ZS11	126432	RINL	Ras and Rab interactor like
Q6ZS17	Q6ZS17	79567	RIPOR1	RHO family interacting cell polarization regulator 1
Q6ZS81	Q6ZS81	57705	WDFY4	WDFY family member 4
Q6ZSJ8	Q6ZSJ8	127687	C1orf122	chromosome 1 open reading frame 122
Q6ZSR9	Q6ZSR9	NA	NA	NA
Q6ZSS7	Q6ZSS7	54842	MFSD6	major facilitator superfamily domain containing 6
Q6ZSZ5	Q6ZSZ5	23370	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
Q6ZT12	Q6ZT12	130507	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)
Q6ZT21	Q6ZT21	643853	TMPPE	transmembrane protein with metallophosphoesterase domain
Q6ZU65	Q6ZU65	254048	UBN2	ubinuclein 2
Q6ZUJ8	Q6ZUJ8	118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
Q6ZUM4	Q6ZUM4	201176	ARHGAP27	Rho GTPase activating protein 27
Q6ZUT1	Q6ZUT1	55216	NKAPD1	NKAP domain containing 1
Q6ZUT9	Q6ZUT9	160518	DENND5B	DENN domain containing 5B
Q6ZVM7	Q6ZVM7	146691	TOM1L2	target of myb1 like 2 membrane trafficking protein
Q6ZW49	Q6ZW49	22976	PAXIP1	PAX interacting protein 1
Q709C8	Q709C8	54832	VPS13C	vacuolar protein sorting 13 homolog C
Q709F0	Q709F0	84129	ACAD11	acyl-CoA dehydrogenase family member 11
Q70CQ2	Q70CQ2	9736	USP34	ubiquitin specific peptidase 34
Q70CQ3	Q70CQ3	84749	USP30	ubiquitin specific peptidase 30
Q70HW3	Q70HW3	115286	SLC25A26	solute carrier family 25 member 26
Q70IA6	Q70IA6	81532	MOB2	MOB kinase activator 2
Q70J99	Q70J99	201294	UNC13D	unc-13 homolog D
Q70UQ0	Q70UQ0	121457	IKBIP	IKBKB interacting protein
Q70Z53	Q70Z53	118924	FRA10AC1	FRA10A associated CGG repeat 1
Q712K3	Q712K3	54926	UBE2R2	ubiquitin conjugating enzyme E2 R2
Q71F23	Q71F23	79682	CENPU	centromere protein U
Q71RC2	Q71RC2	113251	LARP4	La ribonucleoprotein domain family member 4
Q71RG4	Q71RG4	79089	TMUB2	transmembrane and ubiquitin like domain containing 2
Q71SY5	Q71SY5	81857	MED25	mediator complex subunit 25
Q71UM5	Q71UM5	51065	RPS27L	ribosomal protein S27 like
Q75N03	Q75N03	79872	CBLL1	Cbl proto-oncogene like 1
Q75QN2	Q75QN2	55656	INTS8	integrator complex subunit 8
Q76FK4	Q76FK4	55035	NOL8	nucleolar protein 8
Q7KZ85	Q7KZ85	6830	SUPT6H	SPT6 homolog, histone chaperone
Q7KZF4	Q7KZF4	27044	SND1	staphylococcal nuclease and tudor domain containing 1
Q7KZI7	Q7KZI7	2011	MARK2	microtubule affinity regulating kinase 2
Q7KZN9	Q7KZN9	1355	COX15	COX15, cytochrome c oxidase assembly homolog
Q7L014	Q7L014	9879	DDX46	DEAD-box helicase 46
Q7L0Y3	Q7L0Y3	54931	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
Q7L1Q6	Q7L1Q6	9689	BZW1	basic leucine zipper and W2 domains 1
Q7L1T6	Q7L1T6	51167	CYB5R4	cytochrome b5 reductase 4
Q7L1V2	Q7L1V2	22879	MON1B	MON1 homolog B, secretory trafficking associated
Q7L1W4	Q7L1W4	55144	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
Q7L2E3	Q7L2E3	22907	DHX30	DExH-box helicase 30
Q7L2H7	Q7L2H7	10480	EIF3M	eukaryotic translation initiation factor 3 subunit M
Q7L2J0	Q7L2J0	56257	MEPCE	methylphosphate capping enzyme
Q7L2Z9	Q7L2Z9	55166	CENPQ	centromere protein Q
Q7L311	Q7L311	9823	ARMCX2	armadillo repeat containing, X-linked 2
Q7L3B6	Q7L3B6	55664	CDC37L1	cell division cycle 37 like 1
Q7L3T8	Q7L3T8	25973	PARS2	prolyl-tRNA synthetase 2, mitochondrial
Q7L4I2	Q7L4I2	65117	RSRC2	arginine and serine rich coiled-coil 2
Q7L513	Q7L513	84824	FCRLA	Fc receptor like A
Q7L523	Q7L523	10670	RRAGA	Ras related GTP binding A
Q7L576	Q7L576	23191	CYFIP1	cytoplasmic FMR1 interacting protein 1
Q7L590	Q7L590	55388	MCM10	minichromosome maintenance 10 replication initiation factor
Q7L591	Q7L591	79930	DOK3	docking protein 3
Q7L592	Q7L592	55471	NDUFAF7	"NADH:ubiquinone oxidoreductase complex assembly factor 7"
Q7L5D6	Q7L5D6	51608	GET4	golgi to ER traffic protein 4
Q7L5N1	Q7L5N1	10980	COPS6	COP9 signalosome subunit 6
Q7L5Y1	Q7L5Y1	55556	ENOSF1	enolase superfamily member 1
Q7L5Y9	Q7L5Y9	10296	MAEA	macrophage erythroblast attacher
Q7L775	Q7L775	9852	EPM2AIP1	EPM2A interacting protein 1
Q7L7X3	Q7L7X3	57551	TAOK1	TAO kinase 1
Q7L8J4	Q7L8J4	80851	SH3BP5L	SH3 binding domain protein 5 like
Q7L8L6	Q7L8L6	60493	FASTKD5	FAST kinase domains 5
Q7L8W6	Q7L8W6	89978	DPH6	diphthamine biosynthesis 6
Q7LBC6	Q7LBC6	51780	KDM3B	lysine demethylase 3B
Q7LBR1	Q7LBR1	57132	CHMP1B	charged multivesicular body protein 1B
Q7LG56	Q7LG56	50484	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
Q7LGA3	Q7LGA3	9653	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
Q7RTN6	Q7RTN6	92335	STRADA	STE20-related kinase adaptor alpha
Q7RTP0	Q7RTP0	123606	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1
Q7RTP6	Q7RTP6	57553	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
Q7RTS9	Q7RTS9	54808	DYM	dymeclin
Q7RTU4	Q7RTU4	727857	BHLHA9	basic helix-loop-helix family member a9
Q7RTV0	Q7RTV0	84844	PHF5A	PHD finger protein 5A
Q7Z2E3	Q7Z2E3	54840	APTX	aprataxin
Q7Z2K6	Q7Z2K6	79956	ERMP1	endoplasmic reticulum metallopeptidase 1
Q7Z2T5	Q7Z2T5	81627	TRMT1L	tRNA methyltransferase 1 like
Q7Z2W4	Q7Z2W4	56829	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
Q7Z2W9	Q7Z2W9	219927	MRPL21	mitochondrial ribosomal protein L21
Q7Z2Z2	Q7Z2Z2	79631	EFL1	elongation factor like GTPase 1
Q7Z333	Q7Z333	23064	SETX	senataxin
Q7Z392	Q7Z392	60684	TRAPPC11	trafficking protein particle complex 11
Q7Z3B0	Q7Z3B0	643155	SMIM15	small integral membrane protein 15
Q7Z3B3	Q7Z3B3	284058	KANSL1	KAT8 regulatory NSL complex subunit 1
Q7Z3B4	Q7Z3B4	53371	NUP54	nucleoporin 54
Q7Z3C6	Q7Z3C6	79065	ATG9A	autophagy related 9A
Q7Z3D6	Q7Z3D6	80017	DGLUCY	D-glutamate cyclase
Q7Z3E2	Q7Z3E2	55088	CCDC186	coiled-coil domain containing 186
Q7Z3E5	Q7Z3E5	80210	ARMC9	armadillo repeat containing 9
Q7Z3J2	Q7Z3J2	57020	C16orf62	chromosome 16 open reading frame 62
Q7Z3K3	Q7Z3K3	23126	POGZ	pogo transposable element derived with ZNF domain
Q7Z3T8	Q7Z3T8	9765	ZFYVE16	zinc finger FYVE-type containing 16
Q7Z3U7	Q7Z3U7	23041	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
Q7Z401	Q7Z401	10260	DENND4A	DENN domain containing 4A
Q7Z403	Q7Z403	11322	TMC6	transmembrane channel like 6
Q7Z406	Q7Z406	79784	MYH14	myosin heavy chain 14
Q7Z412	Q7Z412	55670	PEX26	peroxisomal biogenesis factor 26
Q7Z417	Q7Z417	57532	NUFIP2	NUFIP2, FMR1 interacting protein 2
Q7Z422	Q7Z422	26099	SZRD1	SUZ RNA binding domain containing 1
Q7Z434	Q7Z434	57506	MAVS	mitochondrial antiviral signaling protein
Q7Z460	Q7Z460	23332	CLASP1	cytoplasmic linker associated protein 1
Q7Z478	Q7Z478	54505	DHX29	DExH-box helicase 29
Q7Z4F1	Q7Z4F1	26020	LRP10	LDL receptor related protein 10
Q7Z4G1	Q7Z4G1	170622	COMMD6	COMM domain containing 6
Q7Z4G4	Q7Z4G4	60487	TRMT11	tRNA methyltransferase 11 homolog
Q7Z4H3	Q7Z4H3	51020	HDDC2	HD domain containing 2
Q7Z4H7	Q7Z4H7	54801	HAUS6	HAUS augmin like complex subunit 6
Q7Z4H8	Q7Z4H8	143888	KDELC2	KDEL motif containing 2
Q7Z4Q2	Q7Z4Q2	55027	HEATR3	HEAT repeat containing 3
Q7Z4S6	Q7Z4S6	55605	KIF21A	kinesin family member 21A
Q7Z4V5	Q7Z4V5	84717	HDGFL2	HDGF like 2
Q7Z4W1	Q7Z4W1	51181	DCXR	dicarbonyl and L-xylulose reductase
Q7Z569	Q7Z569	8315	BRAP	BRCA1 associated protein
Q7Z589	Q7Z589	56946	EMSY	EMSY, BRCA2 interacting transcriptional repressor
Q7Z591	Q7Z591	80709	AKNA	AT-hook transcription factor
Q7Z5G4	Q7Z5G4	51125	GOLGA7	golgin A7
Q7Z5J4	Q7Z5J4	10743	RAI1	retinoic acid induced 1
Q7Z5K2	Q7Z5K2	23063	WAPL	WAPL cohesin release factor
Q7Z5L9	Q7Z5L9	359948	IRF2BP2	interferon regulatory factor 2 binding protein 2
Q7Z5R6	Q7Z5R6	54518	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
Q7Z5W3	Q7Z5W3	144233	BCDIN3D	BCDIN3 domain containing RNA methyltransferase
Q7Z6A9	Q7Z6A9	151888	BTLA	B and T lymphocyte associated
Q7Z6B0	Q7Z6B0	55297	CCDC91	coiled-coil domain containing 91
Q7Z6E9	Q7Z6E9	5930	RBBP6	RB binding protein 6, ubiquitin ligase
Q7Z6I6	Q7Z6I6	257106	ARHGAP30	Rho GTPase activating protein 30
Q7Z6J4	Q7Z6J4	221472	FGD2	FYVE, RhoGEF and PH domain containing 2
Q7Z6L1	Q7Z6L1	25851	TECPR1	tectonin beta-propeller repeat containing 1
Q7Z6M1	Q7Z6M1	10244	RABEPK	Rab9 effector protein with kelch motifs
Q7Z6M4	Q7Z6M4	130916	MTERF4	mitochondrial transcription termination factor 4
Q7Z6V5	Q7Z6V5	134637	ADAT2	adenosine deaminase, tRNA specific 2
Q7Z6Z7	Q7Z6Z7	10075	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
Q7Z739	Q7Z739	253943	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
Q7Z769	Q7Z769	55508	SLC35E3	solute carrier family 35 member E3
Q7Z7A1	Q7Z7A1	11064	CNTRL	centriolin
Q7Z7A3	Q7Z7A3	90353	CTU1	cytosolic thiouridylase subunit 1
Q7Z7A4	Q7Z7A4	54899	PXK	PX domain containing serine/threonine kinase like
Q7Z7C8	Q7Z7C8	129685	TAF8	TATA-box binding protein associated factor 8
Q7Z7E8	Q7Z7E8	55585	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
Q7Z7F0	Q7Z7F0	22889	KHDC4	KH domain containing 4, pre-mRNA splicing factor
Q7Z7F7	Q7Z7F7	128308	MRPL55	mitochondrial ribosomal protein L55
Q7Z7G8	Q7Z7G8	157680	VPS13B	vacuolar protein sorting 13 homolog B
Q7Z7H5	Q7Z7H5	222068	TMED4	transmembrane p24 trafficking protein 4
Q7Z7H8	Q7Z7H8	124995	MRPL10	mitochondrial ribosomal protein L10
Q7Z7K0	Q7Z7K0	152100	CMC1	C-X9-C motif containing 1
Q7Z7K6	Q7Z7K6	201161	CENPV	centromere protein V
Q7Z7N9	Q7Z7N9	374395	TMEM179B	transmembrane protein 179B
Q86SE9	Q86SE9	84333	PCGF5	polycomb group ring finger 5
Q86SF2	Q86SF2	51809	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
Q86SQ9	Q86SQ9	79947	DHDDS	dehydrodolichyl diphosphate synthase subunit
Q86SR1	Q86SR1	55568	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
Q86SX6	Q86SX6	51218	GLRX5	glutaredoxin 5
Q86SZ2	Q86SZ2	122553	TRAPPC6B	trafficking protein particle complex 6B
Q86T03	Q86T03	90809	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
Q86T24	Q86T24	10009	ZBTB33	zinc finger and BTB domain containing 33
Q86TB9	Q86TB9	219988	PATL1	PAT1 homolog 1, processing body mRNA decay factor
Q86TG7	Q86TG7	23089	PEG10	paternally expressed 10
Q86TI0	Q86TI0	23216	TBC1D1	TBC1 domain family member 1
Q86TI2	Q86TI2	91039	DPP9	dipeptidyl peptidase 9
Q86TJ2	Q86TJ2	93624	TADA2B	transcriptional adaptor 2B
Q86TM6	Q86TM6	84447	SYVN1	synoviolin 1
Q86TN4	Q86TN4	83707	TRPT1	tRNA phosphotransferase 1
Q86TP1	Q86TP1	58497	PRUNE1	prune exopolyphosphatase 1
Q86TS9	Q86TS9	122704	MRPL52	mitochondrial ribosomal protein L52
Q86TU7	Q86TU7	84193	SETD3	SET domain containing 3
Q86U06	Q86U06	55147	RBM23	RNA binding motif protein 23
Q86U38	Q86U38	161424	NOP9	NOP9 nucleolar protein
Q86U42	Q86U42	8106	PABPN1	poly(A) binding protein nuclear 1
Q86U44	Q86U44	56339	METTL3	methyltransferase like 3
Q86U70	Q86U70	8861	LDB1	LIM domain binding 1
Q86U86	Q86U86	55193	PBRM1	polybromo 1
Q86U90	Q86U90	79693	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
Q86UA1	Q86UA1	55015	PRPF39	pre-mRNA processing factor 39
Q86UA6	Q86UA6	84268	RPAIN	RPA interacting protein
Q86UB9	Q86UB9	65084	TMEM135	transmembrane protein 135
Q86UD5	Q86UD5	133308	SLC9B2	solute carrier family 9 member B2
Q86UE4	Q86UE4	92140	MTDH	metadherin
Q86UE8	Q86UE8	11011	TLK2	tousled like kinase 2
Q86UF1	Q86UF1	340348	TSPAN33	tetraspanin 33
Q86UK7	Q86UK7	90850	ZNF598	zinc finger protein 598
Q86UL3	Q86UL3	137964	GPAT4	glycerol-3-phosphate acyltransferase 4
Q86UP2	Q86UP2	3895	KTN1	kinectin 1
Q86US8	Q86US8	23293	SMG6	SMG6, nonsense mediated mRNA decay factor
Q86UT6	Q86UT6	79671	NLRX1	NLR family member X1
Q86UU0	Q86UU0	283149	BCL9L	B-cell CLL/lymphoma 9 like
Q86UV5	Q86UV5	84196	USP48	ubiquitin specific peptidase 48
Q86UW6	Q86UW6	55728	N4BP2	NEDD4 binding protein 2
Q86UX7	Q86UX7	83706	FERMT3	fermitin family member 3
Q86UY6	Q86UY6	79829	"NAA40"	N(alpha)-acetyltransferase 40, NatD catalytic subunit
Q86UY8	Q86UY8	51559	NT5DC3	5'-nucleotidase domain containing 3
Q86V21	Q86V21	65985	AACS	acetoacetyl-CoA synthetase
Q86V48	Q86V48	7798	LUZP1	leucine zipper protein 1
Q86V81	Q86V81	10189	ALYREF	Aly/REF export factor
Q86V85	Q86V85	160897	GPR180	G protein-coupled receptor 180
Q86V88	Q86V88	145553	MDP1	magnesium dependent phosphatase 1
Q86VM9	Q86VM9	124245	ZC3H18	zinc finger CCCH-type containing 18
Q86VN1	Q86VN1	51028	VPS36	vacuolar protein sorting 36 homolog
Q86VP1	Q86VP1	8887	TAX1BP1	Tax1 binding protein 1
Q86VP6	Q86VP6	55832	CAND1	cullin associated and neddylation dissociated 1
Q86VQ1	Q86VQ1	113263	GLCCI1	glucocorticoid induced 1
Q86VR2	Q86VR2	162427	RETREG3	reticulophagy regulator family member 3
Q86VS8	Q86VS8	84376	HOOK3	hook microtubule tethering protein 3
Q86VU5	Q86VU5	118881	COMTD1	catechol-O-methyltransferase domain containing 1
Q86VX2	Q86VX2	149951	COMMD7	COMM domain containing 7
Q86VX9	Q86VX9	84315	MON1A	MON1 homolog A, secretory trafficking associated
Q86VZ5	Q86VZ5	259230	SGMS1	sphingomyelin synthase 1
Q86W34	Q86W34	51321	AMZ2	archaelysin family metallopeptidase 2
Q86W42	Q86W42	79228	THOC6	THO complex 6
Q86W50	Q86W50	79066	METTL16	methyltransferase like 16
Q86W56	Q86W56	670	BPHL	biphenyl hydrolase like
Q86W74	Q86W74	157567	ANKRD46	ankyrin repeat domain 46
Q86W92	Q86W92	8496	PPFIBP1	PPFIA binding protein 1
Q86WA6	Q86WA6	670	BPHL	biphenyl hydrolase like
Q86WA8	Q86WA8	83752	LONP2	lon peptidase 2, peroxisomal
Q86WB0	Q86WB0	51530	ZC3HC1	zinc finger C3HC-type containing 1
Q86WC4	Q86WC4	28962	OSTM1	osteopetrosis associated transmembrane protein 1
Q86WI3	Q86WI3	84166	NLRC5	NLR family CARD domain containing 5
Q86WJ1	Q86WJ1	9557	CHD1L	chromodomain helicase DNA binding protein 1 like
Q86WN1	Q86WN1	89848	FCHSD1	FCH and double SH3 domains 1
Q86WP2	Q86WP2	65056	GPBP1	GC-rich promoter binding protein 1
Q86WQ0	Q86WQ0	126382	NR2C2AP	nuclear receptor 2C2 associated protein
Q86WR0	Q86WR0	55246	CCDC25	coiled-coil domain containing 25
Q86WV6	Q86WV6	340061	TMEM173	transmembrane protein 173
Q86WW8	Q86WW8	493753	COA5	cytochrome c oxidase assembly factor 5
Q86WX3	Q86WX3	91582	RPS19BP1	ribosomal protein S19 binding protein 1
Q86X10	Q86X10	57148	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
Q86X27	Q86X27	55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
Q86X29	Q86X29	51599	LSR	lipolysis stimulated lipoprotein receptor
Q86X53	Q86X53	157697	ERICH1	glutamate rich 1
Q86X55	Q86X55	10498	CARM1	coactivator associated arginine methyltransferase 1
Q86X76	Q86X76	4817	NIT1	nitrilase 1
Q86X83	Q86X83	51122	COMMD2	COMM domain containing 2
Q86X95	Q86X95	9541	CIR1	corepressor interacting with RBPJ, 1
Q86XI2	Q86XI2	54892	NCAPG2	non-SMC condensin II complex subunit G2
Q86XL3	Q86XL3	23141	ANKLE2	ankyrin repeat and LEM domain containing 2
Q86XN7	Q86XN7	80209	PROSER1	proline and serine rich 1
Q86XP1	Q86XP1	160851	DGKH	diacylglycerol kinase eta
Q86XP3	Q86XP3	11325	DDX42	DEAD-box helicase 42
Q86XR7	Q86XR7	353376	TICAM2	toll like receptor adaptor molecule 2
Q86XR8	Q86XR8	9702	CEP57	centrosomal protein 57
Q86XZ4	Q86XZ4	65244	SPATS2	spermatogenesis associated serine rich 2
Q86Y07	Q86Y07	7444	VRK2	vaccinia related kinase 2
Q86Y37	Q86Y37	143384	CACUL1	CDK2 associated cullin domain 1
Q86Y39	Q86Y39	126328	NDUFA11	"NADH:ubiquinone oxidoreductase subunit A11"
Q86Y56	Q86Y56	54919	DNAAF5	dynein axonemal assembly factor 5
Q86Y82	Q86Y82	23673	STX12	syntaxin 12
Q86YB8	Q86YB8	56605	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
Q86YH6	Q86YH6	57107	PDSS2	decaprenyl diphosphate synthase subunit 2
Q86YP4	Q86YP4	54815	GATAD2A	GATA zinc finger domain containing 2A
Q86YQ8	Q86YQ8	144402	CPNE8	copine 8
Q86YS3	Q86YS3	84440	RAB11FIP4	RAB11 family interacting protein 4
Q86YS6	Q86YS6	339122	RAB43	RAB43, member RAS oncogene family
Q86YS7	Q86YS7	9847	C2CD5	C2 calcium dependent domain containing 5
Q86YT6	Q86YT6	57534	MIB1	mindbomb E3 ubiquitin protein ligase 1
Q86YV0	Q86YV0	64926	RASAL3	RAS protein activator like 3
Q86YV5	Q86YV5	157285	PRAG1	PEAK1 related, kinase-activating pseudokinase 1
Q86YV9	Q86YV9	79803	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
Q86YZ3	Q86YZ3	388697	HRNR	hornerin
Q8IU60	Q8IU60	167227	DCP2	decapping mRNA 2
Q8IU68	Q8IU68	147138	TMC8	transmembrane channel like 8
Q8IU81	Q8IU81	26145	IRF2BP1	interferon regulatory factor 2 binding protein 1
Q8IU85	Q8IU85	57118	CAMK1D	calcium/calmodulin dependent protein kinase ID
Q8IUE6	Q8IUE6	317772	HIST2H2AB	histone cluster 2 H2A family member b
Q8IUF8	Q8IUF8	84864	RIOX2	ribosomal oxygenase 2
Q8IUH3	Q8IUH3	129831	RBM45	RNA binding motif protein 45
Q8IUH4	Q8IUH4	54503	ZDHHC13	zinc finger DHHC-type containing 13
Q8IUI8	Q8IUI8	51379	CRLF3	cytokine receptor like factor 3
Q8IUR0	Q8IUR0	126003	TRAPPC5	trafficking protein particle complex 5
Q8IUR7	Q8IUR7	25852	ARMC8	armadillo repeat containing 8
Q8IUW3	Q8IUW3	124044	SPATA2L	spermatogenesis associated 2 like
Q8IUX1	Q8IUX1	55863	TMEM126B	transmembrane protein 126B
Q8IUX4	Q8IUX4	200316	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
Q8IUZ5	Q8IUZ5	85007	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase
Q8IV04	Q8IV04	374403	TBC1D10C	TBC1 domain family member 10C
